tablescraper-selected-row,linkified,linkified href,tablescraper-selected-row href,grey
RT @ExtSpoxEU: Russia: EU isn't forgetting brutal assassination of Boris Nemtsov 5 years ago.He remains inspiration to many at a time when…,,,https://twitter.com/PolandMFA/status/1233068005573251072,"Feb 27, 2020"
RT @PolishEmbassyUK: 🇵🇱 Dep FM @SzSz_velSek speaking with @foreignoffice Minister for European Neighbourhood & the Americas @morton_wendy a…,,,https://twitter.com/PolandMFA/status/1233067878141874177,"Feb 27, 2020"
"– Sudan is one of Poland’s key partners in Africa, and our bilateral relations have flourished in recent years.” –  said Dep. FM #Lang at the meeting with State Minister in Sudan’s foreign office, Omer G. Ismail.

More▶️",https://t.co/2gKIVIMhHz,http://t.co/2gKIVIMhHz,https://twitter.com/PolandMFA/status/1233060334602276875,"Feb 27, 2020"
Today is the fifth anniversary of the death of Boris Nemtsov.,https://t.co/o6378uArwj,http://t.co/o6378uArwj,https://twitter.com/PolandMFA/status/1233057672817184770,"Feb 27, 2020"
"RT @WorldJewishCong: In Switzerland during WWII, a group of Polish diplomats and Jews worked secretly to save Jews from deportation and cer…",,,https://twitter.com/PolandMFA/status/1233054773705875461,"Feb 27, 2020"
RT @PolishEmbassyUK: 🇵🇱 Dep FM @SzSz_velSek and Chair of @HouseofCommons Exiting the European Union Select Committee @hilarybennmp discuss…,,,https://twitter.com/PolandMFA/status/1233039975152848896,"Feb 27, 2020"
RT @PolishEmbassyUK: Poland's Deputy Foreign Minister @SzSz_velSek meeting Chair of @HouseofCommons Foreign Affairs Select Committee @TomTu…,,,https://twitter.com/PolandMFA/status/1233018888704741378,"Feb 27, 2020"
"FM #Czaputowicz attends the plenary meeting of ministers of foreign affairs of #V4 and #WesternBalkans with the participation of 🇦🇹🇸🇮🇭🇷and Commissioner @OliverVarhelyi.

Topics:
▶️#EUenlargement process
▶️economic support of Western Balkans
▶️EU-Western Balkans summit in Zagreb",https://t.co/A29yf3t0tn,http://t.co/A29yf3t0tn,https://twitter.com/PolandMFA/status/1232996319112892423,"Feb 27, 2020"
"FM #Czaputowicz took part in the #HRC43 session of the @UNHumanRights, @UN_HRC.
 
Poland's main priority in the Human Rights Council is to protect freedom of religion or belief.
 
#PLinUNHCR
 
More about the visit to Geneva👇",https://t.co/7P7jrUQJiA,http://t.co/7P7jrUQJiA,https://twitter.com/PolandMFA/status/1232648080715067392,"Feb 26, 2020"
RT @PLPermRepEU: Following the General Affairs Council #GAC Min. Konrad #Szymański takes part in the meeting of the Friends of Ambitious Eu…,,,https://twitter.com/PolandMFA/status/1232331693861851137,"Feb 25, 2020"
RT @PLMissionGeneva: FM #Czaputowicz at the event on freedom of religion or belief organized jointly by @PLMissionGeneva and @UKMissionGene…,,,https://twitter.com/PolandMFA/status/1232324794885996545,"Feb 25, 2020"
"RT @PLMissionGeneva: FM #Czaputowicz in his statement during HL Segment of 43. session of #UNHRC: ""During our tenure in the Council Poland…",,,https://twitter.com/PolandMFA/status/1232289584207290374,"Feb 25, 2020"
RT @PLMissionGeneva: FM #Czaputowicz takes part in the 43. session of #UNHRC. Poland starts its 3-years membership in the UN Human Rights C…,,,https://twitter.com/PolandMFA/status/1232273004631068674,"Feb 25, 2020"
RT @PLMissionGeneva: #UNHRC session is a perfect opportunity to discuss current global and bilateral issues. At @UNGeneva 🇵🇱 FM #Czaputowic…,,,https://twitter.com/PolandMFA/status/1232251334637817856,"Feb 25, 2020"
"RT @PLPermRepEU: The General Affairs Council #GAC has kicked off. Poland is represented by Min. Konrad #Szymański. 

Agenda includes:
- Pre…",,,https://twitter.com/PolandMFA/status/1232247506387570688,"Feb 25, 2020"
"🇵🇱 Poland begins its 3⃣-year term of office in the UN Human Rights Council 2020-2022🇺🇳

#PLinUNHRC",https://t.co/j8YbRIH7ZE,http://t.co/j8YbRIH7ZE,https://twitter.com/PolandMFA/status/1232226950053335040,"Feb 25, 2020"
Congratulations on the National Day #Kuwait! Happy celebrations!,https://t.co/2ocL5UeuJG,http://t.co/2ocL5UeuJG,https://twitter.com/PolandMFA/status/1232217005882781696,"Feb 25, 2020"
"RT @PolishEmbassyUK: .@PLinSwitzerland Amb @JakubKumoch, @InstPileckiego's Monika Maniewska launch the English-language edition of The Łado…",,,https://twitter.com/PolandMFA/status/1232033606018748418,"Feb 24, 2020"
"RT @PLMissionGeneva: FM #Czaputowicz during a meeting held by Ukrainian FM @VPrystaiko in the margins of 43. #UNHRC 🇺🇳 session: ""Poland is…",,,https://twitter.com/PolandMFA/status/1231988472862429184,"Feb 24, 2020"
RT @PLMissionGeneva: FM #Czaputowicz took part in the #AllianceforMultilateralism ministerial hosted by French FM @JY_LeDrian and German FM…,,,https://twitter.com/PolandMFA/status/1231968882207993857,"Feb 24, 2020"
RT @PLMissionGeneva: FM #Czaputowicz visited the European Organization for Nuclear Research. FM met with Director-General. @FabiolaGianotti…,,,https://twitter.com/PolandMFA/status/1231945816136388609,"Feb 24, 2020"
RT @PLMissionGeneva: 🇵🇱 FM  #Czaputowicz began his visit to 🇺🇳 Geneva by taking part in #HighLevelSegment of the #ConferenceOnDisarmament:…,,,https://twitter.com/PolandMFA/status/1231912156423184385,"Feb 24, 2020"
"Wishing a very happy #IndependenceDay to our dear friends and allies in #Estonia! Elagu Eesti! 🎉

🇵🇱🇪🇪",https://t.co/d7aOGpz464,http://t.co/d7aOGpz464,https://twitter.com/PolandMFA/status/1231873737840111616,"Feb 24, 2020"
RT @UNGeneva: The Human Rights Council reviews the human rights records of all 193 UN member countries – the only process of this kind in e…,,,https://twitter.com/PolandMFA/status/1231856150561382400,"Feb 24, 2020"
"FM #Czaputowicz will be on a visit to Geneva on 24 and 25 February in order to take part in the Conference on Disarmament and the High-Level Segment opening the 43rd Human Rights Council.

More▶️",https://t.co/nhuEKWTnTk,http://t.co/nhuEKWTnTk,https://twitter.com/PolandMFA/status/1231658136861368323,"Feb 23, 2020"
Congratulations on the Emperor's Birthday! Happy celebrations!,https://t.co/h7rd1AJZlm,http://t.co/h7rd1AJZlm,https://twitter.com/PolandMFA/status/1231481379516493824,"Feb 23, 2020"
"Deputy FM @SzSz_velSek inaugurated the work of the Polish Honorary Consulate in Schaan, Liechtenstein 🇱🇮.
 
More⬇️:",https://t.co/IbWnVzb6C4,http://t.co/IbWnVzb6C4,https://twitter.com/PolandMFA/status/1231234407261986817,"Feb 22, 2020"
"During his 1-day visit to Denmark, FM #Czaputowicz met with 🇩🇰 FM @JeppeKofod, as well as with members of the @folketinget's Foreign Affairs Committee.

#Poland's FM also delivered a lecture at Aalborg University, and met with Poles living in 🇩🇰.

More ⤵️",https://t.co/NdN2skX3FS,http://t.co/NdN2skX3FS,https://twitter.com/PolandMFA/status/1230871241021644801,"Feb 21, 2020"
RT @PLinUN: At today’s #UNGA 🇺🇳 plenary meeting to discuss the situation in the temporarily occupied territories of #Ukraine 🇺🇦 #Poland 🇵🇱…,,,https://twitter.com/PolandMFA/status/1230602003904159756,"Feb 20, 2020"
"RT @PLinEstonia: Thank you @Riigikogu for supporting Poland when there are attempts to rewrite history. 

We shall act together to preserve…",,,https://twitter.com/PolandMFA/status/1230570465464287233,"Feb 20, 2020"
"Deputy Minister @marcin_przydacz visits Bangladesh, Thailand and Myanmar:

- Stronger political dialogue is needed to boost economic cooperation.

More➡️",https://t.co/5bb2vHEYeA,http://t.co/5bb2vHEYeA,https://twitter.com/PolandMFA/status/1230569619871670278,"Feb 20, 2020"
RT @PLinDenmark: 🇵🇱 FM #Czaputowicz met with representatives of @folketinget ‘s Foreign Affairs Committee w/ chairman @martinlidegaard. Str…,,,https://twitter.com/PolandMFA/status/1230524679200309250,"Feb 20, 2020"
RT @PLinDenmark: Poland and Denmark are firm partners. The political dialogue has been intensified says 🇵🇱 FM #Czaputowicz after meeting wi…,,,https://twitter.com/PolandMFA/status/1230517596795146240,"Feb 20, 2020"
We are deeply saddened to hear of the attacks in #Hanau and Kesselstadt yesterday. Our thoughts are with the families and loved ones of all the victims.,,,https://twitter.com/PolandMFA/status/1230514886339420160,"Feb 20, 2020"
"@PLinVatican 🇵🇱 -🇻🇦 cooperation is based on common values, shared positions and a similar view on the problems of today’s world - FM #Czaputowicz at a ceremony to present the publication.

More➡️",https://t.co/WbdrzW96q3,http://t.co/WbdrzW96q3,https://twitter.com/PolandMFA/status/1230514585192542209,"Feb 20, 2020"
"Statement of the Polish MFA on cyberattacks against Georgia.

More➡️",https://t.co/WgeErPcscS,http://t.co/WgeErPcscS,https://twitter.com/PolandMFA/status/1230496215470628865,"Feb 20, 2020"
"RT @PLinDenmark: Poland reinvigorstes cooperation with #Baltic and #Nordic partners, not least in the #security domain says FM #Czaputowicz…",,,https://twitter.com/PolandMFA/status/1230438891779432449,"Feb 20, 2020"
"FM #Czaputowicz took part in the presentation of the book ""Poland and Holy See. A History of Bilateral Ties on the 100th Anniversary of the Renewed Diplomatic Relations"".

The publication of the @PolandMFA summarizes the 1000-year-long history of 🇵🇱 -🇻🇦diplomatic relations.",https://t.co/Ip0mWqpfzp,http://t.co/Ip0mWqpfzp,https://twitter.com/PolandMFA/status/1230201910235402241,"Feb 19, 2020"
"On behalf of @prezydentpl, FM #Czaputowicz handed nominations to 3 new 🇵🇱 ambassadors.

Joanna Hofman will represent Poland in the Kingdom of Sweden 🇸🇪, Rafał Perl - in the Republic of Serbia 🇷🇸, and Jakub Tadeusz Skiba - in the Federative Republic of Brazil 🇧🇷.

Congratulations!",https://t.co/uY5HMH2rPb,http://t.co/uY5HMH2rPb,https://twitter.com/PolandMFA/status/1230169351753478151,"Feb 19, 2020"
"FM #Czaputowicz will be on a visit to Copenhagen on February, 20. During his visit, he will meet his 🇩🇰 counterpart @JeppeKofod.

More ➡️",https://t.co/lHQSxzm9mT,http://t.co/lHQSxzm9mT,https://twitter.com/PolandMFA/status/1230162426504544256,"Feb 19, 2020"
"On the sixth anniversary of the violently suppressed protests in Kyiv, we remember those who did not hesitate to stand in defense of civil liberties and democracy. Their indomitable spirit has made them heroes of Ukraine’s freedom and sovereignty.",https://t.co/4pWz8GuhUc,http://t.co/4pWz8GuhUc,https://twitter.com/PolandMFA/status/1230141581761634305,"Feb 19, 2020"
"The MFA statement regarding the situation in Donbas. 

▶️",https://t.co/iOQkHX4lPN,http://t.co/iOQkHX4lPN,https://twitter.com/PolandMFA/status/1229861928899678213,"Feb 18, 2020"
"The EU foreign ministers met in #Brussels (#FAC) to discuss the #MiddleEast peace process, the situation in #Libya, the European Union-African Union cooperation and EU-India relations.

More▶️",https://t.co/n8ABGDLYZj,http://t.co/n8ABGDLYZj,https://twitter.com/PolandMFA/status/1229751482758680576,"Feb 18, 2020"
@PLPermRepEU @PLinAlbania Read more about Donors’ Conference for Albania⤵️ #Together4Albania,https://t.co/tk20qSnRrx,http://t.co/tk20qSnRrx,https://twitter.com/PolandMFA/status/1229745867709612032,"Feb 18, 2020"
RT @PremierRP_en: 🇬🇧📰PM @Morawiecki for Die @Welt. Read more:,https://t.co/XeyrVgiSCD,http://t.co/XeyrVgiSCD,https://twitter.com/PolandMFA/status/1229742875216314369,"Feb 18, 2020"
RT @PremierRP_en: 🇬🇧📰 PM @Morawiecki for Die @Welt. Read more:,https://t.co/XeyrVgiSCD,http://t.co/XeyrVgiSCD,https://twitter.com/PolandMFA/status/1229742827682312193,"Feb 18, 2020"
"In the margins of today's #FAC meeting in Brussels, FM #Czaputowicz attended a donors’ conference for #Albania which was struck by an earthquake last November.

#Poland's FM pledged a contribution to the reconstruction of 🇦🇱 in the amount of 2.7 million EUR. 

#Together4Albania",https://t.co/hXo0FvnNJp,http://t.co/hXo0FvnNJp,https://twitter.com/PolandMFA/status/1229509785743241219,"Feb 17, 2020"
"Deputy FM @marcin_przydacz attended political consultations with Myanmar🇲🇲. 

Main topics: the Rohingya minority situation, 🇵🇱-🇲🇲cooperation in international organizations, increased economic contacts. 

The MFAs signed a Memorandum of Understanding on political consultations.",https://t.co/qeSdRCsRUC,http://t.co/qeSdRCsRUC,https://twitter.com/PolandMFA/status/1229494800325468160,"Feb 17, 2020"
"FM #Czaputowicz took part in the 56th Munich Security Conference #MSC2020.

📝Read more:


📷 See photo report:",https://t.co/kDTR6qr48z,http://t.co/kDTR6qr48z,https://twitter.com/PolandMFA/status/1229371463657979904,"Feb 17, 2020"
"Min. #Czaputowicz participates in the Foreign Affairs Council session in Brussels #FAC.
 
Main topics⤵️
🔸EU-African Union relations
🔸crisis in Libya
🔸EU-India relations",https://t.co/5sCN4hztzG,http://t.co/5sCN4hztzG,https://twitter.com/PolandMFA/status/1229370515346935816,"Feb 17, 2020"
"Ahead of the Foreign Affairs Council session in Brussels #FAC FM #Czaputowicz took part in the meeting of EU foreign ministers with the Albania’s PM @ediramaal.

🇦🇱 and 🇲🇰 deserve to receive a green light for opening 🇪🇺 membership negotiations.",https://t.co/xqh86trf5o,http://t.co/xqh86trf5o,https://twitter.com/PolandMFA/status/1229340249618337793,"Feb 17, 2020"
"On Monday, 17 February 2020, FM #Czaputowicz will take part in a Foreign Affairs Council session in Brussels 🇧🇪.

Read more:
➡️",https://t.co/A8FtQFeNns,http://t.co/A8FtQFeNns,https://twitter.com/PolandMFA/status/1229070826927988736,"Feb 16, 2020"
"@MunSecConf @PLPermRepEU @PLinDeutschland @PLinMunich FM #Czaputowicz at #MSC2020:

""We do not accept in Poland equal distance presented by some countries of the #EU 🇪🇺 saying: “we are the #EU and there are outside powers: Russia, China & the US”. In the same category. No. We are much closer to the US 🇺🇸. We share common values.""",https://t.co/ImKDbfcLUa,http://t.co/ImKDbfcLUa,https://twitter.com/PolandMFA/status/1229011730690383873,"Feb 16, 2020"
"@MunSecConf @PLPermRepEU @PLinDeutschland ""When you look to the East, this space is organized by one actor - Russia. Therefore we are talking here rather about protection, because it is a threat coming from that actor to #EU 🇪🇺, definitely to some member states: Baltic states, 🇪🇪, 🇵🇱, 🇷🇴.""

/ FM #Czaputowicz at #MSC2020",https://t.co/1DUl5C7op5,http://t.co/1DUl5C7op5,https://twitter.com/PolandMFA/status/1229010612908367872,"Feb 16, 2020"
"FM #Czaputowicz at the @MunSecConf, panel ""Europe that projects"":

""When we are talking about common strategic culture, first of all you have to look at the threat perception. The problem with the #EU 🇪🇺 is that we differ as far as threat perception is concerned.""

#MSC2020",https://t.co/D8xfMyPP4h,http://t.co/D8xfMyPP4h,https://twitter.com/PolandMFA/status/1229009587816280065,"Feb 16, 2020"
"The Munich Security Conference #MSC2020 is on. 

FM #Czaputowicz met with the FM of #Iran 🇮🇷 @JZarif.

The talks concentrated on bilateral relations and the current agenda.",https://t.co/WqcV4OfAUT,http://t.co/WqcV4OfAUT,https://twitter.com/PolandMFA/status/1228999710242983936,"Feb 16, 2020"
"During @MunSecConf FM #Czaputowicz met with the #UK 🇬🇧 Cabinet Secretary @marksedwill.

Among the topics of the meeting:
🔹maintaining good relations after #brexit,
🔹cooperation within #NATO,
🔹dialogue in the so-called Quadriga format.

#MSC2020",https://t.co/R3HgPIfL0K,http://t.co/R3HgPIfL0K,https://twitter.com/PolandMFA/status/1228990163067580418,"Feb 16, 2020"
"Our Friends from #Lithuania 🇱🇹, happy #IndependenceDay from #Poland 🇵🇱!",https://t.co/8dn0AXqYdh,http://t.co/8dn0AXqYdh,https://twitter.com/PolandMFA/status/1228958913191710722,"Feb 16, 2020"
Today marks the 101th anniversary of the end of the Wielkopolska Uprising.,https://t.co/TdKkSIxJso,http://t.co/TdKkSIxJso,https://twitter.com/PolandMFA/status/1228954319325663232,"Feb 16, 2020"
"FM #Czaputowicz: US support for energy projects of #ThreeSeasInitiative countries with an amount of 1 billion dollars is a very important declaration.
 
FM Czaputowicz took part in a meeting of the Three Seas Initiative with, among others, @KerstiKaljulaid and @SecBrouillette.",https://t.co/4eA4wlDQGm,http://t.co/4eA4wlDQGm,https://twitter.com/PolandMFA/status/1228767322862759936,"Feb 15, 2020"
"During the #MSC2020 conference, FM #Czaputowicz met with FM 🇬🇪 @DZalkaliani. 

Our countries have strategic relations. Poland supports Georgia's progress towards EU and NATO membership.",https://t.co/AJkjn5hGKG,http://t.co/AJkjn5hGKG,https://twitter.com/PolandMFA/status/1228760512151900161,"Feb 15, 2020"
"During the meeting with @DavidHarrisAJC, FM #Czaputowicz invited @AJCGlobal to co-organize a panel devoted to the Interreligious Dialogue, which will take place during the Ministerial to Advance Religious Freedom in Warsaw.
 
#MSC2020",https://t.co/sxzBjMfm7k,http://t.co/sxzBjMfm7k,https://twitter.com/PolandMFA/status/1228736384015446019,"Feb 15, 2020"
"At the #MSC2020 FM #Czaputowicz participated in a meeting devoted to Ukraine and talked to the FM 🇺🇦@VPrystaiko.

FM #Czaputowicz stressed the need for the international community to support @ZelenskyyUa efforts to resolve the conflict peacefully.",https://t.co/Tq8wMYNRD7,http://t.co/Tq8wMYNRD7,https://twitter.com/PolandMFA/status/1228722568418471940,"Feb 15, 2020"
"FM #Czaputowicz participates in the Security Conference in Munich #MSC2020. On the sidelines of the conference, the 🇵🇱 FM spoke to the @marijapburic Secretary General of @coe, the FM of 🇲🇳 @TsogtbaatarD and the FM of 🇸🇰 @MiroslavLajcak",https://t.co/kmbGJGT8wd,http://t.co/kmbGJGT8wd,https://twitter.com/PolandMFA/status/1228700632309272577,"Feb 15, 2020"
"During his visit to Liechtenstein 🇱🇮, FM #Czaputowicz met with the heir to the throne, Prince Aloysius, FM Katrin Eggenberger and Stefan Wolf, who was appointed Honorary Consul of the Republic of Poland.

More➡️",https://t.co/A4jS2BtTdX,http://t.co/A4jS2BtTdX,https://twitter.com/PolandMFA/status/1228624207501840384,"Feb 15, 2020"
"Happy National Day Serbia! 🇷🇸 - 🇵🇱
Дан државности Србије",https://t.co/TxEWePiAUv,http://t.co/TxEWePiAUv,https://twitter.com/PolandMFA/status/1228611379273269248,"Feb 15, 2020"
"Today in Vaduz FM #Czaputowicz met with Alois, Hereditary Prince of Liechtenstein.

The talks concentrated on 🇵🇱-🇱🇮 bilateral relations.",https://t.co/KLxScl9Usd,http://t.co/KLxScl9Usd,https://twitter.com/PolandMFA/status/1228375127017979904,"Feb 14, 2020"
"„We encourage Thailand 🇹🇭 to draw from the rich experience of 🇵🇱 defence sector” - said dep. FM @marcin_przydacz at the meeting in DTI, a key development center of Thai arms technologies"".

At the meeting 🇵🇱 companies @PGZ_pl & @WBGroup_PL presented their offers.",https://t.co/qjTYAzuJGD,http://t.co/qjTYAzuJGD,https://twitter.com/PolandMFA/status/1228351342835617793,"Feb 14, 2020"
"Today FM #Czaputowicz visits #Liechtenstein 🇱🇮.

On this occasion FM handed the nomination for 🇵🇱  Honorary Consul in Liechtenstein to Mr Stefan Wolf.

Minister thanked the new Consul for accepting the post and underlined that this is a very important day in 🇵🇱-🇱🇮 relations.",https://t.co/YEQ4o2GKB0,http://t.co/YEQ4o2GKB0,https://twitter.com/PolandMFA/status/1228346393649205249,"Feb 14, 2020"
"Today FM #Czaputowicz met with the FM of #Liechtenstein 🇱🇮 Katrin Eggenberger.

The meeting concentrated mainly on various fields of cooperation:
🔹bilateral, 
🔹humanitarian, 
🔹economic and within EEA.",https://t.co/Xwihrb0jI3,http://t.co/Xwihrb0jI3,https://twitter.com/PolandMFA/status/1228307738528231425,"Feb 14, 2020"
"""We are happy that there are over 200 Finnish 🇫🇮 companies operating in Poland 🇵🇱. We still see a significant potential for growth in the area of trade"", underlined FM #Czaputowicz during his visit to #Finland 🇫🇮.

Read more:
➡️",https://t.co/GKCYOXaDFn,http://t.co/GKCYOXaDFn,https://twitter.com/PolandMFA/status/1228286383833440257,"Feb 14, 2020"
"RT @AuschwitzMuseum: The story of Polish diplomats, who, together with Jewish organizations, under the leadership of the Polish ambassador…",,,https://twitter.com/PolandMFA/status/1228253355014840322,"Feb 14, 2020"
"On 15-16 Feb. 2020, FM #Czaputowicz will take part in the 56th @MunSecConf. 

The main theme: the role of the West in international relations in the face of the rivalry among 🌏 powers and unresolved regional conflicts.

#MSC2020

Read more:
➡️",https://t.co/eZ8lnGkABa,http://t.co/eZ8lnGkABa,https://twitter.com/PolandMFA/status/1228239205781864448,"Feb 14, 2020"
RT @dfat: Australia appreciates the tremendous efforts by the volunteer firefighters of Poreba Spytkowska in southern Poland to fundraise f…,,,https://twitter.com/PolandMFA/status/1228234319946059777,"Feb 14, 2020"
"Deputy FM @marcin_przydacz at today's consultations at @MFAThai:

#Thailand is #Poland's second largest trade partner in Southeast Asia. The potential for 🇵🇱🇹🇭 economic cooperation remains very high, especially in areas such as IT, new-tech, food production and infrastructure.",https://t.co/XDfOVwSInW,http://t.co/XDfOVwSInW,https://twitter.com/PolandMFA/status/1228023653662646273,"Feb 13, 2020"
"""The Polish Card, or #KartaPolaka, should serve Poles across the world. It is now available to those living in Latin America who feel they have a bond with 🇵🇱,"" FM @SzSz_velSek said at the ceremony of granting the first Polish Card to a citizen of 🇧🇷.",https://t.co/jAPCq8SyUA,http://t.co/jAPCq8SyUA,https://twitter.com/PolandMFA/status/1228014202138304512,"Feb 13, 2020"
"Deputy FM @paweljabIonski met w/ Romana #Vlahutin, EEAS Ambassador at Large for Connectivity.

They discussed #EU's efforts to tackle challenges in the area of connectivity, especially in the context of projects under the #ThreeSeas Initiative and the #EasternPartnership policy.",https://t.co/K43scquSSY,http://t.co/K43scquSSY,https://twitter.com/PolandMFA/status/1228012192764747776,"Feb 13, 2020"
"While in 🇫🇮, FM #Czaputowicz also visited the #Mannerheim Museum in Helsinki.

Interestingly, Baron Carl Gustaf Emil Mannerheim, Finland’s #WW2 commander-in-chief, Field Marshal and president, spent several years of his life living in #Poland.

🇵🇱🇫🇮 #PL100FI",https://t.co/0dYWcs0rGu,http://t.co/0dYWcs0rGu,https://twitter.com/PolandMFA/status/1228008645742473218,"Feb 13, 2020"
"@Kansallisarkist @Haavisto @PLinFinland @FinEmbWarsaw @Ulkoministerio ""100 years on from the establishment of 🇵🇱🇫🇮 relations our friendship continues. We have built a solid basis for cooperation. As partners, members of the #EU and other multilateral fora, our countries contribute to solving problems in our region and in the world"".

🇵🇱🇫🇮 #PL100FI",https://t.co/Abo7wV1ExP,http://t.co/Abo7wV1ExP,https://twitter.com/PolandMFA/status/1228004305355071488,"Feb 13, 2020"
"Today, at @Kansallisarkist, in the presence of FMs #Czaputowicz and @Haavisto, a concert was held to mark the 💯th anniversary of the establishment of 🇵🇱🇫🇮 relations.

The programme included pieces by the great composers 🇵🇱I. J. Paderewski and 🇫🇮J. Sibelius.

🇵🇱🇫🇮 #PL100FI",https://t.co/v9XJiYdQ56,http://t.co/v9XJiYdQ56,https://twitter.com/PolandMFA/status/1228003569565130755,"Feb 13, 2020"
RT @Kansallisarkist: Centenary of diplomatic relations between Poland and Finland at the National Archives of Finland today. We were honore…,,,https://twitter.com/PolandMFA/status/1228001673861312513,"Feb 13, 2020"
"@Haavisto @PLinFinland @FinEmbWarsaw ""In 2011, 🇵🇱 and 🇫🇮  inaugurated enhanced bilateral cooperation in areas such as economy, energy, ICT, environment, security, education and #EU Eastern neighbourhood. We value it highly, and my meeting today with FM @Haavisto was an opportunity to discuss its further expansion.""",https://t.co/r7xONhoR3s,http://t.co/r7xONhoR3s,https://twitter.com/PolandMFA/status/1227997010734845952,"Feb 13, 2020"
"@Haavisto @PLinFinland @FinEmbWarsaw In his meeting with FM @Haavisto, FM #Czaputowicz expressed his satisfaction that 🇵🇱 and 🇫🇮 have similar views on #EU enlargement, and invited FM #Haavisto to join him and FMs from several other EU member states on a visit to 🇦🇱 and 🇲🇰 in early March.

🇵🇱🇫🇮",,,https://twitter.com/PolandMFA/status/1227993874469130241,"Feb 13, 2020"
"This year's 💯th anniversary of the establishment of 🇵🇱🇫🇮diplomatic relations, as well as perspectives for further expansion of economic cooperation and for closer cooperation in the Baltic region were among the topics discussed by FM #Czaputowicz and FM @Haavisto.

🇵🇱🇫🇮 #PL100FI",https://t.co/CI8ZNN1mqd,http://t.co/CI8ZNN1mqd,https://twitter.com/PolandMFA/status/1227938097712783360,"Feb 13, 2020"
RT @Ulkoministerio: This year #Finland and #Poland celebrate 100 years of diplomatic relations. Today FM @Haavisto and FM #Czaputowicz are…,,,https://twitter.com/PolandMFA/status/1227906419757912065,"Feb 13, 2020"
"In his meeting with 🇫🇮 President Sauli @Niinisto, FM #Czaputowicz praised the traditionally good 🇵🇱🇫🇮 relations and experessed hopes for their further intensification in areas such as regional cooperation, investments, trade exchange, security and Eastern policy.

🇵🇱🇫🇮 #PL100FI",https://t.co/xKiQphvW0V,http://t.co/xKiQphvW0V,https://twitter.com/PolandMFA/status/1227897986040188928,"Feb 13, 2020"
"You are ambassadors of Poland and Polishness in Finland. Thank you for cherishing Polish traditions and representing 🇵🇱 in your communities -FM #Czaputowicz in a meeting with polish diaspora at the 🇵🇱 Ambassador’s residence in #Finland 🇫🇮.

🇵🇱🇫🇮 #PL100FI",https://t.co/DY9qBQXgbn,http://t.co/DY9qBQXgbn,https://twitter.com/PolandMFA/status/1227649780035268609,"Feb 12, 2020"
"Deputy FM @paweljabIonski met with Mr. Caleb McCarry – Counselor to the Chief Executive Officer of 🇺🇸U.S. DFC.

The cooperation under the #TSI Investment Fund and the #BlueDotNetwork initiative was the key subject of conversation.",https://t.co/6JmaMWOOMY,http://t.co/6JmaMWOOMY,https://twitter.com/PolandMFA/status/1227618823865602052,"Feb 12, 2020"
"Eastern policy, security and defence, regional cooperation remain pillars of 🇵🇱-🇫🇮 bilateral relations. - FM #Czaputowicz began his visit to Helsinki with a meeting with the Foreign Affairs Committee #Eduskunta.

🇵🇱🇫🇮 #PL100FI",https://t.co/igvOGnH4kn,http://t.co/igvOGnH4kn,https://twitter.com/PolandMFA/status/1227614705054879745,"Feb 12, 2020"
"Deputy FM @paweljabIonski chaired the Foreign Economic Policy Advisory Board.

Promotion of the 🇵🇱 economy abroad was the most important topic of the first meeting in 2⃣0⃣2⃣0⃣.

More⤵️",https://t.co/8C5bm083tl,http://t.co/8C5bm083tl,https://twitter.com/PolandMFA/status/1227609378196480003,"Feb 12, 2020"
"@marcin_przydacz In a meeting with 🇧🇩 Foreign Minister Abdul Momen, Deputy Minister @marcin_przydacz focused on the potential of 🇵🇱-🇧🇩 cooperation in defence, agriculture, transport and green technologies. He also encouraged the Bangladeshi side to use the expertise of 🇵🇱 companies.",https://t.co/aZHwLm9HER,http://t.co/aZHwLm9HER,https://twitter.com/PolandMFA/status/1227605222714986497,"Feb 12, 2020"
"Deputy Minister @marcin_przydacz held bilateral political consultations at Bangladeshi MFA 🇧🇩. 

Key points included high potential of economic cooperation. 

Deputy ministers also signed a Memorandum of 
Cooperation on political consultations between the MFAs of 🇵🇱 and 🇧🇩.",https://t.co/21gAia3XE9,http://t.co/21gAia3XE9,https://twitter.com/PolandMFA/status/1227605030167072768,"Feb 12, 2020"
"FM #Czaputowicz met #EU ambassadors accredited to Poland.

The meeting with EU heads of missions was held at the invitation of Croatia’s ambassador, in connection with Croatia’s presidency of the EU Council in the first half of 2020.

More➡️",https://t.co/BQf0UHF0Sv,http://t.co/BQf0UHF0Sv,https://twitter.com/PolandMFA/status/1227253671739654144,"Feb 11, 2020"
"FM #Czaputowicz on 12-13 February will visit #Helsinki to take part in celebrations marking the centenary of establishing diplomatic relations between Poland 🇵🇱 and Finland 🇫🇮.

More➡️",https://t.co/QO0SrzyWqt,http://t.co/QO0SrzyWqt,https://twitter.com/PolandMFA/status/1227253240598867970,"Feb 11, 2020"
