tablescraper-selected-row,tablescraper-selected-row href,grey
"Saint Francis reminds us that Christians set out armed only with their humble faith and concrete love. If we live in the world according to the ways of God, we will become channels of His presence. #UAE #ApostolicJourney",https://twitter.com/Pontifex/status/1092762262752952320,"Feb 05, 2019"
Prayer purifies the heart from turning in on itself. Prayer of the heart restores fraternity. #UAE #ApostolicJourney,https://twitter.com/Pontifex/status/1092490472872914945,"Feb 04, 2019"
"The Document on Human Fraternity, which I signed today in Abu Dhabi with my brother the Grand Imam of Al-Azhar, invites all persons who have faith in God and faith in human fraternity to unite and work together.",https://twitter.com/Pontifex/status/1092475559014207488,"Feb 04, 2019"
"God is with those who seek peace. From heaven He blesses every step which, on this path, is accomplished on earth. #UAE #ApostolicJourney",https://twitter.com/Pontifex/status/1092458545075945473,"Feb 04, 2019"
"I am about to leave for the United Arab Emirates. I am visiting that Country as a brother, in order to write a page of dialogue together, and to travel paths of peace together. Pray for me!",https://twitter.com/Pontifex/status/1092022386109476864,"Feb 03, 2019"
"Consecrated life is a living encounter with the Lord in his people. It is a call to the faithful obedience of daily life, and to the unexpected surprises from the Spirit. It is a vision of what we need to embrace in order to experience joy: Jesus.",https://twitter.com/Pontifex/status/1091712849825751041,"Feb 02, 2019"
"May the Lord give us the grace of memory and of hope, in order to go forward with perseverance on the journey of our life. #SantaMarta",https://twitter.com/Pontifex/status/1091285484972752896,"Feb 01, 2019"
Don Bosco had the courage to look at reality with human eyes and with the eyes of God. May every priest imitate him by seeing reality with human eyes and with the eyes of God. #SantaMarta,https://twitter.com/Pontifex/status/1090915567236718592,"Jan 31, 2019"
"The secret to navigating life well is to invite Jesus on board. The helm of life should be given to Him, so that He can direct the route.",https://twitter.com/Pontifex/status/1090587934942683137,"Jan 30, 2019"
"Meekness and tenderness: these human virtues seem small, but they can overcome the most difficult conflicts.",https://twitter.com/Pontifex/status/1090225547324444674,"Jan 29, 2019"
"I thank God for having given us the opportunity to share these days together and to experience once more this World Youth Day. My thanks go to all those who have supported us with their prayers, and who have helped by their efforts and hard work! #Panama2019",https://twitter.com/Pontifex/status/1089681964678828032,"Jan 28, 2019"
"Go forth and bear witness to what you have seen and heard, not with lots of words but with simple, daily actions. I don’t know if I’ll be present at the next WYD, but Peter will certainly be there, and he will confirm you in the faith. #Panama2019",https://twitter.com/Pontifex/status/1089651766109458432,"Jan 27, 2019"
"Let us pray for the victims of the terrorist attack on the Cathedral of Jolo, in the Philippines. May the Lord, Prince of Peace, convert the hearts of the violent, and grant the inhabitants of that region a peaceful coexistence.",https://twitter.com/Pontifex/status/1089592148931039232,"Jan 27, 2019"
"Here in Panama, I have thought a lot about the Venezuelan people, to whom I feel particularly united in these days. In the face of the serious ongoing situation, I ask you to pray that a just and peaceful solution may be reached.",https://twitter.com/Pontifex/status/1089591531852517377,"Jan 27, 2019"
"To you, dear young people, a big “thank you” for #Panama2019. Keep walking. Keep living the faith and sharing it. See you in Lisbon in 2022!",https://twitter.com/Pontifex/status/1089535997677842432,"Jan 27, 2019"
Let us not forget the victims of the Holocaust. Their unspeakable suffering continues to cry out to humanity: We are all brothers and sisters! #RemembranceDay,https://twitter.com/Pontifex/status/1089496996011012097,"Jan 27, 2019"
Only what is loved can be saved. Only what is embraced can be transformed. #Panama2019,https://twitter.com/Pontifex/status/1089478121932242944,"Jan 27, 2019"
"With her “yes”, Mary became the most influential woman in history. Without social networks, she became the first “influencer”: the “influencer” of God. #Panama2019",https://twitter.com/Pontifex/status/1089327127277621248,"Jan 27, 2019"
Let us not quench our thirst with just any water but with the “spring of water welling up to eternal life”. #Panama2019,https://twitter.com/Pontifex/status/1089198781747290112,"Jan 26, 2019"
"Friends, Jesus teaches us to believe. Seek out and listen to the voices that encourage you to look ahead, not those that pull you down. #Panama2019",https://twitter.com/Pontifex/status/1088843950083981313,"Jan 25, 2019"
In this WYD #Panama2019 I invite you to pray all together the Holy Rosary for Peace through @clicktoprayapp.,https://twitter.com/Pontifex/status/1088549503005847552,"Jan 24, 2019"
What prompts us to encounter each other in this WYD? The certainty of knowing that we have been loved with a profound love that we neither can nor want to keep quiet about a love that challenges us to respond in the same way: with love. #Panama2019,https://twitter.com/Pontifex/status/1088504204526788608,"Jan 24, 2019"
"This is the network we want, a network created not to entrap, but to liberate, to protect a communion of people who are free.",https://twitter.com/Pontifex/status/1088394732634587137,"Jan 24, 2019"
I am leaving for the World Youth Day in Panama. I ask you to pray for this very beautiful and important event on the path of the Church.,https://twitter.com/Pontifex/status/1087983274465599488,"Jan 23, 2019"
"Saying “yes” to God’s love is the first step to being happy, and to making many other people happy.",https://twitter.com/Pontifex/status/1087688834710593536,"Jan 22, 2019"
"The Christian way is that of the Beatitudes: meekness, humility, patience in suffering, love for justice, ability to endure persecution, not judging others... #SantaMarta",https://twitter.com/Pontifex/status/1087318632831569921,"Jan 21, 2019"
"What will remain on the threshold of eternity is not how much we earned, but how much we gave away.",https://twitter.com/Pontifex/status/1086964056441978880,"Jan 20, 2019"
Prayer from a humble heart is heard by God.,https://twitter.com/Pontifex/status/1086601669306081280,"Jan 19, 2019"
Today marks the beginning of the Week of Prayer for Christian Unity: all of us are asked to implore from God this great gift.,https://twitter.com/Pontifex/status/1086314786961289216,"Jan 18, 2019"
Let us be careful not to have a perverse heart that leads to cowardice; an obstinate heart that leads to being shut off; a heart that is slave to the seduction that leads to a Christian life of compromise. #SantaMarta,https://twitter.com/Pontifex/status/1085860604664037376,"Jan 17, 2019"
"The Spirit of God speaks freely to each person through feelings and thoughts. The Spirit cannot be confined with simple reasoning, but must be welcomed with the heart!",https://twitter.com/Pontifex/status/1085514508636905472,"Jan 16, 2019"
Don’t let the sufferings you see frighten you. Place them before the Crucifix and the Eucharist from which we draw patient and compassionate love.,https://twitter.com/Pontifex/status/1085152117315301377,"Jan 15, 2019"
"Let us look at our hands, often so empty of love, and today let us try to think of some gift we can offer freely.",https://twitter.com/Pontifex/status/1084789730124931072,"Jan 14, 2019"
"Baptism is the best gift we have received. Through it, we belong to God and we possess the joy of salvation.",https://twitter.com/Pontifex/status/1084427341655347200,"Jan 13, 2019"
"Smallness is freedom. One who is small, in the Gospel sense, is unencumbered and free from any urge to show off, and from any claim to success.",https://twitter.com/Pontifex/status/1084064953349206016,"Jan 12, 2019"
"The first step in prayer is to be humble, go to the Father and say: “Look at me, I am a sinner.” And the Lord listens.",https://twitter.com/Pontifex/status/1083702564615421954,"Jan 11, 2019"
The spirit of the world is conquered with the spirit of faith: believing that God is really in the brother and sister who are close to me. #SantaMarta,https://twitter.com/Pontifex/status/1083315826390913024,"Jan 10, 2019"
Do not be afraid to weep when you encounter difficult situations: tears are drops that irrigate life. Tears of compassion purify hearts and feelings.,https://twitter.com/Pontifex/status/1082977789689573376,"Jan 09, 2019"
,https://twitter.com/Pontifex/status/1082652860016398343,"Jan 08, 2019"
Love does not tolerate indifference; love is compassionate. Love means putting your heart on the line for others. #SantaMarta,https://twitter.com/Pontifex/status/1082588393576546307,"Jan 08, 2019"
God became man in Jesus in order to share our lives. Let us keep this relationship alive with Him and with one another. Happy Christmas to our Christian brothers and sisters from the East.,https://twitter.com/Pontifex/status/1082253013358653441,"Jan 07, 2019"
"The Magi offered their precious gifts to the Christ Child. Today, let us ask God: Lord, help me rediscover the joy of giving.",https://twitter.com/Pontifex/status/1081890626558296064,"Jan 06, 2019"
"The Church grows in silence, in prayer, and with the good works that give witness.",https://twitter.com/Pontifex/status/1081528238088826880,"Jan 05, 2019"
"Jesus is the gift of God for us. If we welcome Him, we too can be a gift of God to others.",https://twitter.com/Pontifex/status/1081165850642653189,"Jan 04, 2019"
"If we live as Jesus taught us, and in harmony with what we proclaim, our witness will bear fruit.",https://twitter.com/Pontifex/status/1080803466790891520,"Jan 03, 2019"
"To make peace is to imitate God, who wants to make peace with us: He sent us his Son, and He has forgiven us.",https://twitter.com/Pontifex/status/1080441074294808576,"Jan 02, 2019"
"Today more than ever, our societies need “artisans of peace”, messengers and witnesses of God the Father, who wills the good and the happiness of the human family.",https://twitter.com/Pontifex/status/1080067886167875584,"Jan 01, 2019"
"May Mary, Mother of God, protect and accompany us during this new year and bring the peace of her Son into our hearts and the world.",https://twitter.com/Pontifex/status/1080018288372002816,"Jan 01, 2019"
"Let us give thanks to God for the year drawing to an end, recognizing that all the good is His gift.",https://twitter.com/Pontifex/status/1079761598053474304,"Dec 31, 2018"
"May Jesus, Mary and Joseph bless and protect all families around the world, so that love, joy and peace may reign within them.",https://twitter.com/Pontifex/status/1079353910761062400,"Dec 30, 2018"
Bring God’s tenderness and mercy to all those who are discarded by society.,https://twitter.com/Pontifex/status/1078991523398569984,"Dec 29, 2018"
"Let us welcome God’s love in the Christ Child, and let us commit ourselves to making the world more humane and worthy for the children of today and tomorrow.",https://twitter.com/Pontifex/status/1078629136342515712,"Dec 28, 2018"
"Looking at Jesus we see the face of the God who is Love, and we learn to recognize Him in the faces of our brothers and sisters.",https://twitter.com/Pontifex/status/1078266747483049984,"Dec 27, 2018"
"The Church grows with the blood of the martyrs, men and women who give their lives for Jesus. Today there are many, even if they do not make the headlines.",https://twitter.com/Pontifex/status/1077904363748712448,"Dec 26, 2018"
"Christ is born for us! Come, all of you who are seeking the face of God. Here He is, the Child lying in the manger.",https://twitter.com/Pontifex/status/1077511772150493186,"Dec 25, 2018"
"By contemplating God, who became a child, radiating light from the humility of the crib, we can also become witnesses to humility, tenderness and goodness. #Christmas",https://twitter.com/Pontifex/status/1077330578310074369,"Dec 24, 2018"
"The lights of the Christmas tree remind us that Jesus is the light of the world, the light of our souls that drives away the darkness of hatred and makes room for forgiveness. #Christmas",https://twitter.com/Pontifex/status/1076817195747880960,"Dec 23, 2018"
Let us entrust ourselves to Our Lady so that she may help us prepare our hearts to welcome Baby Jesus at his birth. #Christmas,https://twitter.com/Pontifex/status/1076454807391502336,"Dec 22, 2018"
May the symbols of the nativity scene and the Christmas tree allow a reflection of God's light and tenderness to enter into family life. #Christmas,https://twitter.com/Pontifex/status/1076099693518770177,"Dec 21, 2018"
God enters history and does so in His original style: surprise. The God of surprises always surprises us. #SantaMarta,https://twitter.com/Pontifex/status/1075716612244807681,"Dec 20, 2018"
"Advent is a time for us to prepare for the coming of Jesus, Prince of Peace. It's a time to make peace with ourselves and our neighbours. #Advent",https://twitter.com/Pontifex/status/1075367646479044609,"Dec 19, 2018"
"Be like Saint Joseph: a man of dreams, not a dreamer; a man of silence, because he respects God's plan. #SantaMarta",https://twitter.com/Pontifex/status/1075013826368684034,"Dec 18, 2018"
Jesus knows well the pain of not being welcomed. May our hearts not be closed as were the houses in Bethlehem. #Internationalmigrantsday,https://twitter.com/Pontifex/status/1074975058081148928,"Dec 18, 2018"
"""O Wisdom from the mouth of the Most High, you fill the whole world. With strength and gentleness you order all things: come to teach us the way of prudence."" #AdventAntiphons",https://twitter.com/Pontifex/status/1074657969038475266,"Dec 17, 2018"
"Joy, prayer and gratitude are three ways that prepare us to experience Christmas in an authentic way. #Advent",https://twitter.com/Pontifex/status/1074250282396192768,"Dec 16, 2018"
Our life spreads light when it is given in service. The secret of joy is living to serve.,https://twitter.com/Pontifex/status/1073918092470829058,"Dec 15, 2018"
"This is the first step in order to grow on our journey of faith: listening. Before speaking, listen.",https://twitter.com/Pontifex/status/1073555706421370881,"Dec 14, 2018"
"Even when we pray alone, we pray together with all the people of God.",https://twitter.com/Pontifex/status/1073193324742230018,"Dec 13, 2018"
"Let us beg the Virgin Mary, Our Lady of Guadalupe, to continue accompanying and protecting the peoples of the American continent. #VirgendeGuadalupe",https://twitter.com/Pontifex/status/1072830940265689088,"Dec 12, 2018"
"""Comfort, comfort my people"" (Is 40,1). How does the Lord give comfort? With tenderness. #SantaMarta",https://twitter.com/Pontifex/status/1072427786504192001,"Dec 11, 2018"
"Keep the faith. In this second week of Advent, we ask for the grace to prepare ourselves with faith to celebrate Christmas. #SantaMarta",https://twitter.com/Pontifex/status/1072106155592245249,"Dec 10, 2018"
"Every human person, created in God’s image and likeness, is a value unto themselves and is subject to inalienable rights. #HumanRightsDay",https://twitter.com/Pontifex/status/1072075955076767750,"Dec 10, 2018"
"Advent is a time to recognize the emptiness needs to be filled in our lives, a time to smooth the rough edges of pride, and to make room for Jesus who comes. #Advent",https://twitter.com/Pontifex/status/1071713566166843393,"Dec 09, 2018"
"What is the secret of Mary’s beauty, “tota pulchra”? Not appearances, or that which passes, but a heart totally centred on God.",https://twitter.com/Pontifex/status/1071351178393350144,"Dec 08, 2018"
"Loving God means serving our neighbour without reserve, and trying to forgive without limits.",https://twitter.com/Pontifex/status/1071018991156637696,"Dec 07, 2018"
,https://twitter.com/Pontifex/status/1070695783341715457,"Dec 06, 2018"
"""Saying or doing?"" Am I a Christian of words or deeds? ""Sand and rock?"" Am I building my life on the rock of God, or on the sand of worldliness? ""High or low?"" Is my life inspired by the Magnificat? #SantaMarta",https://twitter.com/Pontifex/status/1070652486485192710,"Dec 06, 2018"
The beginning of faith is feeling the need for salvation: this is the way that prepares us to meet Jesus.,https://twitter.com/Pontifex/status/1070294213861015555,"Dec 05, 2018"
"This Advent, make yourself small, make yourself humble, make yourself a servant of others, and the Lord will give you the ability to understand how to make peace. #SantaMarta",https://twitter.com/Pontifex/status/1069910907822706688,"Dec 04, 2018"
"Advent is a time for renewing the faith, for purifying it, so that it can be more authentic. #SantaMarta",https://twitter.com/Pontifex/status/1069555917228834816,"Dec 03, 2018"
So many persons with disabilities and difficulties reopen their hearts to life when they realize they are loved! And how much love can flow from a heart thanks to the remedy of a smile! #WorldDisabilityDay,https://twitter.com/Pontifex/status/1069539238767583232,"Dec 03, 2018"
Let us lift the veil of indifference that weighs on the destiny of those who suffer. Nobody can wash their hands when faced with the tragic reality of modern slavery. #EndSlavery,https://twitter.com/Pontifex/status/1069176851052998656,"Dec 02, 2018"
"Advent is the time to welcome the Lord who comes to meet us, the time to look ahead, and to prepare ourselves for Christ’s return. #Advent",https://twitter.com/Pontifex/status/1069146652915593216,"Dec 02, 2018"
There is no such thing as the perfect family. Only by the daily exercise of forgiveness can a family grow.,https://twitter.com/Pontifex/status/1068844665359687680,"Dec 01, 2018"
"Let us ask the Lord for the grace to leave everything in order to go forward in proclamation and witness, just as Peter and Andrew did. #SantaMarta",https://twitter.com/Pontifex/status/1068448639419392000,"Nov 30, 2018"
"Faced with the tragedies of life, we are called to look to the horizon, because we have been redeemed and the Lord will come to save us. #SantaMarta",https://twitter.com/Pontifex/status/1068086622145654784,"Nov 29, 2018"
"We cannot truly follow Jesus when we are weighed down by things, because if the heart is crowded with other goods, there will be no room for the Lord, who will become just one thing among others.",https://twitter.com/Pontifex/status/1067757500856963079,"Nov 28, 2018"
This week the Church invites us to ask ourselves: what state do I want the Lord to find me in when He calls? #SantaMarta,https://twitter.com/Pontifex/status/1067370747419664384,"Nov 27, 2018"
"Let us ask the Lord for the grace of being generous, so that our hearts may be opened and we may become kinder. #SantaMarta",https://twitter.com/Pontifex/status/1066994783271481344,"Nov 26, 2018"
"While the great ones of the Earth build themselves ‘thrones’ for their own power, God chooses an uncomfortable throne, the cross, from which to reign by giving his life.",https://twitter.com/Pontifex/status/1066670336119357440,"Nov 25, 2018"
None of us can survive without mercy. We all have need for forgiveness.,https://twitter.com/Pontifex/status/1066307947670556673,"Nov 24, 2018"
"Men and women bear God’s image within and are the object of His infinite love, in whatever condition they were called into existence.",https://twitter.com/Pontifex/status/1065945559934980096,"Nov 23, 2018"
"In the eyes of God human life is precious, sacred and inviolable. No one can despise the lives of others or one’s own life.",https://twitter.com/Pontifex/status/1065583172472184832,"Nov 22, 2018"
"May the Virgin Mary help us joyfully follow Jesus on the way of service, the royal road that leads to Heaven.",https://twitter.com/Pontifex/status/1065220783696338945,"Nov 21, 2018"
"Since today is World Fisheries Day, let us pray for all seafarers and advocate for a global commitment to stop human trafficking and forced labor in the fishing industry. #WorldFisheriesDay",https://twitter.com/Pontifex/status/1065190584900612096,"Nov 21, 2018"
"Faithfulness is the characteristic of free, mature and responsible human relationships.",https://twitter.com/Pontifex/status/1064858395877040130,"Nov 20, 2018"
"You cannot love only as long as it is “advantageous”. Love manifests itself when it goes beyond one’s own self-interest, and when it is given without reservation.",https://twitter.com/Pontifex/status/1064496009814859776,"Nov 19, 2018"
Let us ask for the grace to open our eyes and hearts to the poor in order to hear their cry and recognize their needs. #WorldDayofthePoor,https://twitter.com/Pontifex/status/1064050574658662400,"Nov 18, 2018"
"Nobody can delude themselves by thinking, “I’m fine because I’m not doing anything wrong”. To be a follower of Jesus it is not enough not to do wrong, because there is good that we must do!",https://twitter.com/Pontifex/status/1063771232129101824,"Nov 17, 2018"
"Do not follow Jesus only when you feel like it, rather, seek Him every day. Find in Him the God who loves you always, the meaning of your life and the strength to give of yourself.",https://twitter.com/Pontifex/status/1063408845089906689,"Nov 16, 2018"
"""The Kingdom of God is in your midst."" It is not spectacular. It grows in silence, in hiding, through witness, prayer, and the attraction of the Spirit. #SantaMarta",https://twitter.com/Pontifex/status/1063029624194641920,"Nov 15, 2018"
"Jesus is not pleased with a “percentage of love”: we cannot love him at twenty, fifty or sixty percent. It’s all or nothing.",https://twitter.com/Pontifex/status/1062684070893809665,"Nov 14, 2018"
The first step to knowing Jesus Christ is to recognize our own poverty and our need to be saved.,https://twitter.com/Pontifex/status/1062321683179032577,"Nov 13, 2018"
"Let us pray today for bishops so that they may always be what Saint Paul calls them to be: humble, gentle, servants. #SantaMarta",https://twitter.com/Pontifex/status/1061936188351750149,"Nov 12, 2018"
"Sunday is a holy day for us, sanctified by the celebration of the Eucharist, which is the living presence of the Lord among us and for us. #sundaymass",https://twitter.com/Pontifex/status/1061566706533916673,"Nov 11, 2018"
"The scientific community today is called to establish a leadership that offers solutions for the sustainable and integral development of all peoples, which is indispensable for building peace. #WorldScienceDay",https://twitter.com/Pontifex/status/1061204318425174016,"Nov 10, 2018"
Where there is sin there is also the merciful Lord God who forgives if you go to Him. #SantaMarta,https://twitter.com/Pontifex/status/1060838681202884608,"Nov 09, 2018"
"May the Lord help us understand the logic of the Gospel, that of mercy with bearing witness. #SantaMarta",https://twitter.com/Pontifex/status/1060517290695897088,"Nov 08, 2018"
Praying means knocking at the door of a friend. God is our friend.,https://twitter.com/Pontifex/status/1060147353804509184,"Nov 07, 2018"
,https://twitter.com/Pontifex/status/1059831731073769479,"Nov 06, 2018"
"Jesus invites us to celebrate with Him, to be close to Him, to change our lives. #SantaMarta",https://twitter.com/Pontifex/status/1059766342826504192,"Nov 06, 2018"
"Let us commit ourselves with prayer and action to distance our hearts, our words and our deeds from all violence in order to take care of our common home.",https://twitter.com/Pontifex/status/1059747218146684929,"Nov 06, 2018"
Jesus loved us freely. Christian life is imitating Jesus' free love.  #SantaMarta,https://twitter.com/Pontifex/status/1059454092140077057,"Nov 05, 2018"
"Sunday Mass is at the heart of the Church’s life. There we encounter the Risen Lord, we listen to His Word, we are nourished at His table, and thus we become Church. #sundaymass",https://twitter.com/Pontifex/status/1058992242562498560,"Nov 04, 2018"
God is faithful and our hope in Him is like a fixed anchor in heaven.,https://twitter.com/Pontifex/status/1058697803654987782,"Nov 03, 2018"
Jesus made it so death does not have the last word: those who believe in Him will be transfigured by the Father's merciful love for an eternal and blessed life.,https://twitter.com/Pontifex/status/1058297669943156737,"Nov 02, 2018"
Today we celebrate the feast of holiness. Let us strengthen the bonds of love and communion with all the Saints who are already in God's presence.,https://twitter.com/Pontifex/status/1057935277438722051,"Nov 01, 2018"
"We need smiling Christians, not because they take things lightly, but because they are filled with the joy of God, because they believe in love and live to serve.",https://twitter.com/Pontifex/status/1057610639328399361,"Oct 31, 2018"
"If you want to listen to the Lord’s voice, set out on the journey, live out your search. The Lord speaks to those who search.",https://twitter.com/Pontifex/status/1057248253110960128,"Oct 30, 2018"
We are called to listen to what the Spirit tells us. The Holy Spirit is always something new.,https://twitter.com/Pontifex/status/1056885865996320768,"Oct 29, 2018"
"To all of you who have taken part in this “journey together”, I say “thank you”.  May the Lord bless our steps, so that we can listen to young people, be their neighbours, and bear witness before them to Jesus, the joy of our lives. #Synod2018",https://twitter.com/Pontifex/status/1056546127309225984,"Oct 28, 2018"
"Faith is life: it is living in the love of God who has changed our lives. Faith has to do with encounter, not theory.  #Synod2018",https://twitter.com/Pontifex/status/1056531025755541504,"Oct 28, 2018"
"I would like to say to the young people: forgive us if often we have not listened to you, if, instead of opening our hearts, we have filled your ears. #Synod2018",https://twitter.com/Pontifex/status/1056515933127221249,"Oct 28, 2018"
"You will build the future, with your hands, with your heart, with your love, with your passions, with your dreams. Together with others.",https://twitter.com/Pontifex/status/1056145988170084352,"Oct 27, 2018"
"Saint Paul gives us very practical advice about preserving unity: ""Bear with one another in love"". #SantaMarta",https://twitter.com/Pontifex/status/1055767399042072576,"Oct 26, 2018"
"It would be wonderful if, every day, at some moment, we could say: ""Lord, let me know you and let me know myself"". #SantaMarta",https://twitter.com/Pontifex/status/1055447871691067393,"Oct 25, 2018"
"Health is not a consumer good, but a universal right: let us unite our efforts so that health services are available to all. #HealthForAll",https://twitter.com/Pontifex/status/1055421214129377280,"Oct 25, 2018"
This Synod is intended to be a sign of the Church that truly listens and that doesn’t always have a ready-made answer. #Synod2018,https://twitter.com/Pontifex/status/1055058826175623168,"Oct 24, 2018"
"Hope is not an idea, it is an encounter; like the woman waiting to meet the child who will be born from her womb. #SantaMarta",https://twitter.com/Pontifex/status/1054697973744107520,"Oct 23, 2018"
"The company of the saints helps us to recognize that God never abandons us, so that we can live and bear witness to hope on this earth.",https://twitter.com/Pontifex/status/1054334048305213440,"Oct 22, 2018"
Join Caritas and walk 1 million kilometres together with migrants & refugees. We are all on the Road to Emmaus being called to see the face of Christ. #sharejourney,https://twitter.com/Pontifex/status/1053956560760725504,"Oct 21, 2018"
"The transmission of the faith, heart of the Church's mission, comes about by the ""infectiousness"" of love. #Missio",https://twitter.com/Pontifex/status/1053918813161308160,"Oct 21, 2018"
"God can act in any circumstance, even in the midst of apparent defeat.",https://twitter.com/Pontifex/status/1053609272381042689,"Oct 20, 2018"
"The leaven of Christians is the Holy Spirit that allows us to grow amidst the difficulties of the journey, but always with hope. #SantaMarta",https://twitter.com/Pontifex/status/1053241555811819521,"Oct 19, 2018"
The road of the disciple is one of poverty. Disciples are poor because their richness is Jesus. #SantaMarta,https://twitter.com/Pontifex/status/1052883622372548608,"Oct 18, 2018"
"When we listen to the Word of God, we obtain the courage and perseverance to offer the best of ourselves to others.",https://twitter.com/Pontifex/status/1052522108948021249,"Oct 17, 2018"
"Open your heart and let the Lord's grace enter in. Salvation is a gift, not a way of presenting yourself outwardly. #SantaMarta",https://twitter.com/Pontifex/status/1052163953571352576,"Oct 16, 2018"
,https://twitter.com/Pontifex/status/1051817792079613952,"Oct 15, 2018"
"The world needs saints, and all of us, without exception, are called to holiness. We are not afraid!",https://twitter.com/Pontifex/status/1051434946391289856,"Oct 14, 2018"
Let us defend ourselves from the risk of being actors rather than witnesses. We are called to be living memory of the Lord.,https://twitter.com/Pontifex/status/1051072558819434496,"Oct 13, 2018"
"What is worse: the recognizable demon that pushes you to sin so that you feel ashamed, or the well-mannered demon that lives within you and possesses you with the spirit of worldliness? #SantaMarta",https://twitter.com/Pontifex/status/1050685443010949120,"Oct 12, 2018"
"Praying is not like using a magic wand. Prayer requires commitment, constancy and determination. #SantaMarta",https://twitter.com/Pontifex/status/1050324908184621056,"Oct 11, 2018"
"The newness of the Gospel transfigures us inside and out: spirit, soul, body, and everyday life.",https://twitter.com/Pontifex/status/1049985395763568641,"Oct 10, 2018"
"Spend time before the Lord in contemplation, and do everything possible for the Lord at the service of others. Contemplation and service: this is our path of life. #SantaMarta",https://twitter.com/Pontifex/status/1049599208775458817,"Oct 09, 2018"
"Each of us is the wounded man, and the Good Samaritan is Jesus, who approached us and took care of us. #SantaMarta",https://twitter.com/Pontifex/status/1049231181563285504,"Oct 08, 2018"
"#OurLadyOfTheRosary
#PrayForTheChurch",https://twitter.com/Pontifex/status/1048834425226768385,"Oct 07, 2018"
"We ask the Lord for the gifts of dialogue and patience, of the closeness and welcome that loves, pardons and doesn't condemn.",https://twitter.com/Pontifex/status/1048535844733247488,"Oct 06, 2018"
Let us ask the Holy Spirit to throw open the doors of our hearts so that Jesus can enter and bring us His message of salvation. #SantaMarta,https://twitter.com/Pontifex/status/1048149056537673728,"Oct 05, 2018"
"In a decisive moment of his youth, Saint Francis of Assisi read the Gospel. Still today the Gospel lets you know the living Jesus, it speaks to your heart and it changes your life.",https://twitter.com/Pontifex/status/1047773321717317633,"Oct 04, 2018"
"We ask for the grace to listen to one another, in order to discern together what the Lord is asking of His Church. #Synod2018",https://twitter.com/Pontifex/status/1047448681694343168,"Oct 03, 2018"
"The presence of our Guardian Angel in our life is not just to assist us along the journey, but to show us where we need to go. #SantaMarta",https://twitter.com/Pontifex/status/1047055330369294337,"Oct 02, 2018"
"We fly to Thy protection, O Holy Mother of God. Do not despise our petitions in our necessities, but deliver us always from all dangers, O Glorious and Blessed Virgin. #PrayForTheChurch",https://twitter.com/Pontifex/status/1046738616091901953,"Oct 01, 2018"
The holy anxiety for the Gospel is the only anxiety that gives peace.,https://twitter.com/Pontifex/status/1046723905631674373,"Oct 01, 2018"
"Sunday is the day to say to God: thank you Lord, for life, for your mercy, and for all your gifts!",https://twitter.com/Pontifex/status/1046361515979239426,"Sep 30, 2018"
"St Michael, help us to fight for our salvation. St Gabriel, bring us the Good News that gives hope. St Raphael, protect us on our journey.",https://twitter.com/Pontifex/status/1045999128805761025,"Sep 29, 2018"
Life becomes more beautiful when we discover that our spirit finds rest in God alone.,https://twitter.com/Pontifex/status/1045636742622007296,"Sep 28, 2018"
Jesus gave us a simple programme for journeying towards holiness: the commandment of love for God and our neighbor.,https://twitter.com/Pontifex/status/1045274351946412033,"Sep 27, 2018"
"I hope that a new phase may open up in China, that will help to heal the wounds of the past, restore and maintain full communiion with all Chinese Catholics, and take up the proclamation of the Gospel with renewed commitment.",https://twitter.com/Pontifex/status/1044987461351428096,"Sep 26, 2018"
"Let us pray that programmes for development may predominate in the world, and not those for weapons.",https://twitter.com/Pontifex/status/1044881766484307969,"Sep 26, 2018"
The Lord draws good out of evil through His power and His infinite creativity.,https://twitter.com/Pontifex/status/1044625079177547776,"Sep 25, 2018"
"Let us allow the Holy Spirit to clothe us with the weapons of dialogue, understanding, the search for mutual respect and fellowship!",https://twitter.com/Pontifex/status/1044187189058260996,"Sep 24, 2018"
"Let us offer our lives in service and in joy, to make known to everyone that Jesus Christ is our only hope!",https://twitter.com/Pontifex/status/1043824801175851008,"Sep 23, 2018"
The witness of St Padre Pio of Pietrelcina encourages us to live the Beatitudes through prayer and works of mercy.,https://twitter.com/Pontifex/status/1043749302441467905,"Sep 23, 2018"
Peace is a choice: it cannot be imposed and it isn’t found by chance.,https://twitter.com/Pontifex/status/1043069827055841281,"Sep 21, 2018"
"If you want to reach the heart of God, take the way of mercy, and allow yourself to be treated with mercy. #SantaMarta",https://twitter.com/Pontifex/status/1043053087609577472,"Sep 21, 2018"
"We ask that Jesus protect our Church always, that He protect Her with His mercy, granting each one of us His forgiveness. #SantaMarta",https://twitter.com/Pontifex/status/1042708475871145984,"Sep 20, 2018"
Goodness is loving and never imposes itself. It is a choice.,https://twitter.com/Pontifex/status/1042375250602864640,"Sep 19, 2018"
"Meek and humble of heart, close to the people, with compassion, with meekness and tenderness. This is Jesus. #SantaMarta",https://twitter.com/Pontifex/status/1041981529617063942,"Sep 18, 2018"
It takes effort to always do good… The road to holiness is not for the lazy!,https://twitter.com/Pontifex/status/1041650476075241474,"Sep 17, 2018"
Let us deal with climate change through international cooperation: each person’s choices have repercussions on the life of everyone.,https://twitter.com/Pontifex/status/1041257885739638784,"Sep 16, 2018"
