tablescraper-selected-row,linkified,linkified href,tablescraper-selected-row href,grey
And here’s one that is more anecdotal.,https://t.co/Qzpw8mCi39,http://t.co/Qzpw8mCi39,https://twitter.com/BarackObama/status/1347608258350116865,"Jan 08, 2021"
"For those who are wondering why so much attention has been focused on the response of the Capitol Police to the Trump-inspired riots, here’s a data-driven article that provides some useful frame of reference.",https://t.co/MAdlWGRd23,http://t.co/MAdlWGRd23,https://twitter.com/BarackObama/status/1347608257049800707,"Jan 08, 2021"
"RT @MichelleObama: Like all of you, I’ve been feeling so many emotions since yesterday. I tried to put my thoughts down here: …",https://t.co/,http://t.co/,https://twitter.com/BarackObama/status/1347286675597238274,"Jan 07, 2021"
Here’s my statement on today’s violence at the Capitol.,https://t.co/jLCKo2D1Ya,http://t.co/jLCKo2D1Ya,https://twitter.com/BarackObama/status/1346983894298595330,"Jan 07, 2021"
"My friend John Lewis is surely smiling down on his beloved Georgia this morning, as people across the state carried forward the baton that he and so many others passed down to them.",https://t.co/CgVEP4Ilt8,http://t.co/CgVEP4Ilt8,https://twitter.com/BarackObama/status/1346883245447778306,"Jan 06, 2021"
"Georgia voters—If you're in line before the polls close at 7 pm, stay there. You have the right to vote, no matter how long it takes. If you have questions, call the Georgia voter protection hotline at 1-888-730-5816. Let's bring this home.",,,https://twitter.com/BarackObama/status/1346586029831106562,"Jan 05, 2021"
"Great to see you out there, Tyriek. First-time voters are making a difference today!",https://t.co/RTgI9LKwZh,http://t.co/RTgI9LKwZh,https://twitter.com/BarackObama/status/1346581360010473472,"Jan 05, 2021"
"Thanks for voting, Emily—and thanks even more for committing to stay involved after today. Your state and your country need you!",https://t.co/abDwE67JtC,http://t.co/abDwE67JtC,https://twitter.com/BarackObama/status/1346577729957855232,"Jan 05, 2021"
"If you have questions or run into any issues at your polling location, call the Georgia voter protection hotline at 1-888-730-5816.",https://t.co/HSghgIj0g5,http://t.co/HSghgIj0g5,https://twitter.com/BarackObama/status/1346472921166794752,"Jan 05, 2021"
"Georgia, this is it. Today is Election Day and your vote can help elect @ReverendWarnock and Jon @Ossoff to the U.S. Senate.

Make your voice heard today and vote—either in person or by dropping off your mail-in ballot at a ballot drop box.",https://t.co/M5rEabPPOg,http://t.co/M5rEabPPOg,https://twitter.com/BarackObama/status/1346472919354937345,"Jan 05, 2021"
"RT @ossoff: Call the GA Voter Protection Hotline with any voting questions you have. 

They are here to help >> 888-730-5816 …",https://t.co/v,http://t.co/v,https://twitter.com/BarackObama/status/1346210713723957252,"Jan 04, 2021"
"RT @ReverendWarnock: DON’T try to mail back your absentee ballot.
DO drop it in a dropbox.

Find a dropbox near you and drop off your ballo…",,,https://twitter.com/BarackObama/status/1346210648653508613,"Jan 04, 2021"
"For those looking for ways to help @ReverendWarnock and Jon @Ossoff get elected, you can find opportunities to volunteer from anywhere at .",https://t.co/NAHvLC1ET9,http://t.co/NAHvLC1ET9,https://twitter.com/BarackObama/status/1346147427426959362,"Jan 04, 2021"
"If you’re a Georgia voter, you can respond tomorrow with the most powerful tool we have as Americans—your vote. Make a plan to vote in person or drop off your mail-in-ballot at a ballot drop box. Check-in with your family and friends to do the same.",https://t.co/HSghgIABEF,http://t.co/HSghgIABEF,https://twitter.com/BarackObama/status/1346147425858289665,"Jan 04, 2021"
"Tomorrow is Election Day in Georgia and the stakes could not be higher. We’re seeing how far some will go to retain power and threaten the fundamental principles of our democracy. But our democracy isn’t about any individual, even a president—it’s about you.",,,https://twitter.com/BarackObama/status/1346147424839065604,"Jan 04, 2021"
"Georgia, you voted in record numbers to send @JoeBiden and @KamalaHarris to the White House.

Now we need you to show up again to vote @ReverendWarnock and Jon @Ossoff to the U.S. Senate. Make your plan to vote on Tuesday, January 5 at .",https://t.co/HSghgIj0g5,http://t.co/HSghgIj0g5,https://twitter.com/BarackObama/status/1345430228684791808,"Jan 02, 2021"
"And here’s a story that reminds us of the power of fresh starts, community, and the good that’s in all of us, across the country and around the world.",https://t.co/zsahLYiZPT,http://t.co/zsahLYiZPT,https://twitter.com/BarackObama/status/1345073746441351169,"Jan 01, 2021"
"After a year that has tested us in unimaginable ways, we've seen how people from all walks of life have stepped up to create change to make things better. Here's to ringing in 2021 with optimism for what's to come and a belief that our best days are still ahead. Happy New Year!",,,https://twitter.com/BarackObama/status/1345073745623453697,"Jan 01, 2021"
"We’re just one week away from the U.S. Senate runoff elections in Georgia. 

If you’re in Georgia, make a plan to vote early if you can and reach out to your friends and family to make sure they do the same.",https://t.co/HSghgIABEF,http://t.co/HSghgIABEF,https://twitter.com/BarackObama/status/1343998209157443585,"Dec 29, 2020"
"The redistricting process in 2021 will be a snapshot of democracy in action, and @allontheline is working to ensure everyone has a voice. We’ve accomplished a lot together this year, but there's still so much work to do.
 
Join us:",https://t.co/ZEKRnODaR4,http://t.co/ZEKRnODaR4,https://twitter.com/BarackObama/status/1343967560048521219,"Dec 29, 2020"
"This Christmas looks different for all of us. As we spend time with those we love—in person or virtually—let us celebrate the blessings we cherish, embrace the spirit of giving, and look out for one another. From my family to yours, Merry Christmas!",https://t.co/rhKouyDrI9,http://t.co/rhKouyDrI9,https://twitter.com/BarackObama/status/1342259178711216128,"Dec 25, 2020"
"It’s unconscionable that there are families worried over the holidays that they’ll be evicted next month. Extending the eviction moratorium was a start, but Congress has to do more to help folks who can’t pay rent because of COVID-related unemployment.",https://t.co/mW5HO9sNhc,http://t.co/mW5HO9sNhc,https://twitter.com/BarackObama/status/1341451483993260034,"Dec 22, 2020"
"With COVID cases surging worse than ever, getting vaccinated is one of the most important things we can do. But until the vaccine is widely available, socially distancing and wearing masks will actually save even more lives, and alleviate the pressure on healthcare workers.",,,https://twitter.com/BarackObama/status/1341149075492794374,"Dec 21, 2020"
"Here are some of my favorite songs of the year. As usual, I had some valuable consultation from our family music guru, Sasha, to put this together. I hope you find a new song or two to listen to.",https://t.co/K1NRPYiSg4,http://t.co/K1NRPYiSg4,https://twitter.com/BarackObama/status/1340386687898312706,"Dec 19, 2020"
"Like everyone else, we were stuck inside a lot this year, and with streaming further blurring the lines between theatrical movies and television features, I’ve expanded the list to include visual storytelling that I’ve enjoyed this year, regardless of format.",https://t.co/a8BS8jDkSs,http://t.co/a8BS8jDkSs,https://twitter.com/BarackObama/status/1339933912928235522,"Dec 18, 2020"
"From Willie Mays to Mamie Johnson, the players and teams in the Negro Leagues changed the game of baseball and paved the way for so many today. Glad to see the @MLB officially recognize them as major leaguers.",https://t.co/oDd4AOtnlz,http://t.co/oDd4AOtnlz,https://twitter.com/BarackObama/status/1339707405932896256,"Dec 17, 2020"
"As 2020 comes to a close, I wanted to share my annual lists of favorites. I’ll start by sharing my favorite books this year, deliberately omitting what I think is a pretty good book – A Promised Land – by a certain 44th president. I hope you enjoy reading these as much as I did.",https://t.co/UHk4RA9dow,http://t.co/UHk4RA9dow,https://twitter.com/BarackObama/status/1339631669104570370,"Dec 17, 2020"
"I had some fun answering questions about #APromisedLand for BookTube. I talked to creators about everything from fatherhood, to celebrating science at the White House, to the role strong women played in my life. You can watch the full episode on @YouTube:",https://t.co/yCydcrqVW4,http://t.co/yCydcrqVW4,https://twitter.com/BarackObama/status/1339265635415633921,"Dec 16, 2020"
"There’s just one day left to sign up for heath care during open enrollment. If you or someone you know needs coverage, head to  right now to sign up for an affordable plan that works for you and your family.",https://t.co/ob1Ynoesod,http://t.co/ob1Ynoesod,https://twitter.com/BarackObama/status/1338612721600884736,"Dec 14, 2020"
"Georgians, today is the first day of early voting – make a plan to vote right now and vote early if you can. Then, make sure your friends and family in Georgia do the same.",https://t.co/nylmAnqEbf,http://t.co/nylmAnqEbf,https://twitter.com/BarackObama/status/1338592362499616771,"Dec 14, 2020"
"Georgia’s runoff election will determine whether the American people have a Senate that’s actually fighting for them. You can get involved right now—make calls, chip in, and do whatever you can to help elect @ReverendWarnock and @Ossoff:",https://t.co/NAHvLC1ET9,http://t.co/NAHvLC1ET9,https://twitter.com/BarackObama/status/1338213954250809345,"Dec 13, 2020"
Here’s a great way to call voters in Georgia and help them get ready to vote. A couple hours this weekend could help Democrats win the Senate.,https://t.co/ITmV9vfQiW,http://t.co/ITmV9vfQiW,https://twitter.com/BarackObama/status/1337509978454810626,"Dec 11, 2020"
"Happy Hanukkah to all those celebrating around the world. This year has tested us all, but it's also clarified what really matters. May the lights of the menorah remind us to cherish the blessings we have and offer glimmers of hope. From my family to yours, Chag Sameach!",,,https://twitter.com/BarackObama/status/1337140440169123846,"Dec 10, 2020"
"In A Promised Land, I talk about the decisions I had to make during the first few years of my presidency. Here are some thoughts on how I approach tough questions:",https://t.co/GFumGnNPln,http://t.co/GFumGnNPln,https://twitter.com/BarackObama/status/1336679633769680898,"Dec 09, 2020"
"With COVID-19 cases reaching an all-time high this week, we've got to continue to do our part to protect one another. This pandemic is far from over and your actions can help save lives.",https://t.co/XJ4dbsCihB,http://t.co/XJ4dbsCihB,https://twitter.com/BarackObama/status/1336370071917240321,"Dec 08, 2020"
"To all of you in Georgia, today is the last day to register to vote in the upcoming runoff election. Take a few minutes right now to register to vote, and then make sure everybody you know is registered, too.",https://t.co/2Ob571igh3,http://t.co/2Ob571igh3,https://twitter.com/BarackObama/status/1335954913344565258,"Dec 07, 2020"
Thanks for sharing Marjon. I hope you get something out of A Promised Land – keep up the good work!,https://t.co/61xocjGFB5,http://t.co/61xocjGFB5,https://twitter.com/BarackObama/status/1334935534809083904,"Dec 04, 2020"
Glad to see A Promised Land in such good company.,https://t.co/u9TJ83ZPyn,http://t.co/u9TJ83ZPyn,https://twitter.com/BarackObama/status/1334928550227550209,"Dec 04, 2020"
"If you're in Georgia, make sure you and everybody you know is registered to vote by Monday, December 7. And if you turn 18 by January 5, you're eligible to vote in the runoff. Get registered right now:",https://t.co/cb19SHEChF,http://t.co/cb19SHEChF,https://twitter.com/BarackObama/status/1334614947335180289,"Dec 03, 2020"
